Analysis summary: Experiment with various levels of Dropout only between the main fully connected layer and the output layer. Dropout tried for 0.25, 0.5 at that layer to see if we can reduce overfitting in the previous experiments, while maintaining the existing convergence of training results toward lower loss / higher accuracy.

In general the addition of Dropout greatly increased the loss on training data, while usually producing a similar loss on the test data. The single cherry-picked best result appears to be just a lucky set of circumstances instead of a systematic result.

Possible follow-ups:

- Apply Dropout to convolutional layers instead of or in addition to the fully connected layer.
- Increase number of epochs to let Dropout based network converge better before trying against test data.
- Increase amount of training data through original tagged samples or multiplying existing samples through algorithmic variation (noise, etc.)


({'training_loss': 0.9412153793528756, 'training_acc': 0.5614973255657257, 'testdata_loss': 0.6787066347194168, 'testdata_acc': 0.8490566040547389, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 160, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53},)
{'training_loss': 0.054455775643056405, 'training_acc': 0.983957219251337, 'testdata_loss': 0.5698419044602592, 'testdata_acc': 0.9245283030114084, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 5, 'conv1KernelSize': 5, 'numConv2Filters': 5, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.8973918330860647, 'training_acc': 0.5721925127315012, 'testdata_loss': 0.31171164872511375, 'testdata_acc': 0.9245283021679465, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 40, 'conv1KernelSize': 5, 'numConv2Filters': 160, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.16938685485097096, 'training_acc': 0.9411764702694939, 'testdata_loss': 1.1097015699125685, 'testdata_acc': 0.830188680369899, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 80, 'conv1KernelSize': 5, 'numConv2Filters': 5, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.389356185726941, 'training_acc': 0.8877005344406169, 'testdata_loss': 0.5855783943860036, 'testdata_acc': 0.8490566060228167, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 80, 'conv1KernelSize': 5, 'numConv2Filters': 5, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.2002025195223125, 'training_acc': 0.8983957219251337, 'testdata_loss': 0.4696767937462285, 'testdata_acc': 0.8490566048982009, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 80, 'conv1KernelSize': 5, 'numConv2Filters': 10, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.7689013162398721, 'training_acc': 0.6256684485603782, 'testdata_loss': 0.56293571220254, 'testdata_acc': 0.811320756966213, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 80, 'conv1KernelSize': 5, 'numConv2Filters': 10, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.25729440957467187, 'training_acc': 0.8983957232000993, 'testdata_loss': 0.41692842718846396, 'testdata_acc': 0.8679245305511186, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 80, 'conv1KernelSize': 5, 'numConv2Filters': 20, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.7963813683565926, 'training_acc': 0.636363637638602, 'testdata_loss': 0.4340884381870054, 'testdata_acc': 0.8867924550794205, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 80, 'conv1KernelSize': 5, 'numConv2Filters': 20, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.247877791145428, 'training_acc': 0.9090909090909091, 'testdata_loss': 0.2158278800406546, 'testdata_acc': 0.9245283021679465, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 80, 'conv1KernelSize': 5, 'numConv2Filters': 40, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.23720208924004738, 'training_acc': 0.8770053475935828, 'testdata_loss': 0.3186489332397029, 'testdata_acc': 0.9056603796077225, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 80, 'conv1KernelSize': 5, 'numConv2Filters': 40, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.5974419183909574, 'training_acc': 0.705882352622435, 'testdata_loss': 0.5699175416298632, 'testdata_acc': 0.8113207547169812, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 80, 'conv1KernelSize': 5, 'numConv2Filters': 80, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 1.0415508530356667, 'training_acc': 0.5882352949145006, 'testdata_loss': 0.6516315712119048, 'testdata_acc': 0.8679245285830408, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 80, 'conv1KernelSize': 5, 'numConv2Filters': 80, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.3029341516010264, 'training_acc': 0.850267379360403, 'testdata_loss': 0.24939940391846424, 'testdata_acc': 0.9056603784831065, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 80, 'conv1KernelSize': 5, 'numConv2Filters': 160, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.6759624737788011, 'training_acc': 0.6844919802033328, 'testdata_loss': 0.28227599161975786, 'testdata_acc': 0.9245283021679465, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 80, 'conv1KernelSize': 5, 'numConv2Filters': 160, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.1446268200714958, 'training_acc': 0.9465240638523815, 'testdata_loss': 0.6191259195219796, 'testdata_acc': 0.811320756966213, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 5, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.24278899286201294, 'training_acc': 0.8983957219251337, 'testdata_loss': 0.16456017432347783, 'testdata_acc': 0.9622641520680122, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 5, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.051610103124792486, 'training_acc': 0.9732620320855615, 'testdata_loss': 0.3286727688204989, 'testdata_acc': 0.8679245305511186, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 10, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.5862008878253998, 'training_acc': 0.7379679160322098, 'testdata_loss': 0.6728790706058718, 'testdata_acc': 0.8113207552792892, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 10, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.0765848854247899, 'training_acc': 0.9679144385026738, 'testdata_loss': 0.4706542559389798, 'testdata_acc': 0.811320756966213, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 20, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.7313989541109871, 'training_acc': 0.6577540100577043, 'testdata_loss': 0.29816302488434987, 'testdata_acc': 0.9245283021679465, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 20, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.27682747122119455, 'training_acc': 0.8823529427701776, 'testdata_loss': 0.2366749936679624, 'testdata_acc': 0.8867924550794205, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 40, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.45601507893858106, 'training_acc': 0.8074866306973013, 'testdata_loss': 0.2549098030013858, 'testdata_acc': 0.9622641509433962, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 40, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.8805157073678818, 'training_acc': 0.6417112296277826, 'testdata_loss': 0.8520775920939896, 'testdata_acc': 0.7169811323566256, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 80, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.793159883927534, 'training_acc': 0.6631016055530405, 'testdata_loss': 0.37108984758269115, 'testdata_acc': 0.8679245285830408, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 80, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 9.748255663377078, 'training_acc': 0.39572192577117266, 'testdata_loss': 8.515220246225033, 'testdata_acc': 0.4716981132075472, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 160, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.25, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
{'training_loss': 0.9412153793528756, 'training_acc': 0.5614973255657257, 'testdata_loss': 0.6787066347194168, 'testdata_acc': 0.8490566040547389, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 160, 'conv1KernelSize': 5, 'numConv2Filters': 160, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53}
('Result with min loss:', {'training_loss': 0.23609608802247176, 'training_acc': 0.8716577536919538, 'testdata_loss': 0.0650387558172334, 'testdata_acc': 0.9811320754716981, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 5, 'conv1KernelSize': 5, 'numConv2Filters': 40, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53})
('Result with max accuracy:', {'training_loss': 0.23609608802247176, 'training_acc': 0.8716577536919538, 'testdata_loss': 0.0650387558172334, 'testdata_acc': 0.9811320754716981, 'batchSize': 16, 'epochs': 32, 'maxpoolsize': (2, 2), 'numConv1Filters': 5, 'conv1KernelSize': 5, 'numConv2Filters': 40, 'conv2KernelSize': 5, 'numFullyConnectedPerceptronsLastLayer': 20, 'conv1Dropout': 0, 'conv2Dropout': 0, 'fulyConnectedDropout': 0.5, 'numInstruments': 5, 'numTrainingSamples': 187, 'numTestSamples': 53})
('Started:', datetime.datetime(2018, 7, 7, 10, 10, 38, 250006), '; ended:', datetime.datetime(2018, 7, 7, 11, 29, 59, 313633))
('Elapsed:', datetime.timedelta(0, 4761, 63627))
